"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","scale_id","source_table","raw_resp","scale_name","age_range","child_age__for_child_focused_studies_","sample","construct_type","measurement_tool","item_format","primary_language_s_","construct_name","citation_key","doi","title","year","author"
"gilbert_meta_49","srq20_1","headaches","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you often have headaches?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","frightened_e","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Are you easily frightened?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","difficulty_m","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you find it difficult to make decisions?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","difficulty_t","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you have trouble thinking clearly?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","hands_shakin","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do your hands shake?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","nervous_tens","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you feel nervous, tense or worried?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","uncomfortabl","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you have uncomfortable feelings in your stomach?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","poor_appetit","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Is your appetite poor?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","poor_sleep","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you sleep badly?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_49","srq20_1","unhappy","Psychological Distress (SRQ-20) in an RCT","The following questions are related to certain pains and problems, that may have bothered you in the last 30 days. If you think the question applies to you and you had to describe the problem in the last 30 days, answer YES. On the other hand, if the question does not apply to you and you did not have the problem in the last 30 days, answer NO.","NA","Do you feel unhappy?","NA","No","0","gilbert_meta_49","gilbert_meta_49",NA,NA,"Mixed","Early (<6y)","Clinical","Physical health/functioning","Observational rating","Constructed Response",NA,"Data from the cluster-randomized controlled trial of the Kusamala Program","gilbert_meta_49","10.1186/s13063-017-2299-3","The Kusamala Program for primary caregivers of children 6–59 months of age hospitalized with severe acute malnutrition in Malawi: study protocol for a cluster-randomized controlled trial","2017","Allison I. Daniel and Meta {van den Heuvel} and Wieger P. Voskuijl and Melissa Gladstone and Mike Bwanali and Isabel Potani and Celine Bourdon and Jenala Njirammadzi and Robert H. J. Bandsma"
"gilbert_meta_53","q515_1","q515e","Women's empowerment in an RCT","Do you agree or disagree with the following statements:","NA","Girls should be financially independent","NA","Agree","1","gilbert_meta_53","gilbert_meta_53",NA,NA,"Child (<18y)","Adolescent (12-18y)","Educational","Cognitive/educational, Opinion/attitude","Observational rating","Mixed","hin","Go Nisha Go Randomized Controlled Trial (R4S study #1.11)","gilbert_meta_53","10.7910/DVN/0TS1LX","Go Nisha Go Randomized Controlled Trial (R4S study #1.11)","2024","Aparna Raj and Anvita Dixit and Ananya Saha and Lalita Shankar and Susan Howard and Madhusudana Battala and Nizamuddin Khan and Niranjan Saggurti"
"gilbert_meta_53","q515_1","q515f","Women's empowerment in an RCT","Do you agree or disagree with the following statements:","NA","Girls marry to be financially secure","NA","Agree","1","gilbert_meta_53","gilbert_meta_53",NA,NA,"Child (<18y)","Adolescent (12-18y)","Educational","Cognitive/educational, Opinion/attitude","Observational rating","Mixed","hin","Go Nisha Go Randomized Controlled Trial (R4S study #1.11)","gilbert_meta_53","10.7910/DVN/0TS1LX","Go Nisha Go Randomized Controlled Trial (R4S study #1.11)","2024","Aparna Raj and Anvita Dixit and Ananya Saha and Lalita Shankar and Susan Howard and Madhusudana Battala and Nizamuddin Khan and Niranjan Saggurti"
